Timestamp,Latitude,Longitude
2025-03-03 05:31:03,49.1897,-123.2043
2025-03-03 05:31:19,49.1915,-123.2236
2025-03-03 05:31:25,49.1921,-123.2304
2025-03-03 05:31:27,49.1922,-123.2323
2025-03-03 05:31:33,49.1923,-123.2396
2025-03-03 05:31:34,49.1923,-123.2408
2025-03-03 05:31:50,49.1909,-123.262
2025-03-03 05:32:05,49.1888,-123.283
2025-03-03 05:32:13,49.1876,-123.2947
2025-03-03 05:32:36,49.1835,-123.3305
2025-03-03 05:32:37,49.1833,-123.3319
2025-03-03 05:32:38,49.183,-123.3333
2025-03-03 05:32:44,49.1811,-123.3405
2025-03-03 05:32:49,49.1778,-123.3487
2025-03-03 05:32:54,49.1749,-123.3541
2025-03-03 05:32:56,49.1737,-123.3559
2025-03-03 05:32:57,49.1725,-123.3576
2025-03-03 05:33:00,49.1699,-123.3609
2025-03-03 05:33:01,49.1685,-123.3622
2025-03-03 05:33:02,49.1681,-123.3626
2025-03-03 05:33:03,49.1671,-123.3636
2025-03-03 05:33:05,49.1647,-123.3655
2025-03-03 05:33:06,49.1637,-123.3663
2025-03-03 05:33:07,49.1628,-123.3669
2025-03-03 05:33:08,49.1622,-123.3672
2025-03-03 05:33:09,49.1605,-123.3682
2025-03-03 05:33:11,49.1584,-123.3691
2025-03-03 05:33:12,49.1574,-123.3695
2025-03-03 05:33:13,49.1561,-123.3701
2025-03-03 05:33:15,49.1542,-123.3705
2025-03-03 05:33:21,49.1466,-123.3712
2025-03-03 05:33:23,49.1443,-123.371
2025-03-03 05:33:24,49.1425,-123.3707
2025-03-03 05:33:26,49.1407,-123.3702
2025-03-03 05:33:27,49.1394,-123.3698
2025-03-03 05:33:28,49.1376,-123.3691
2025-03-03 05:33:29,49.1365,-123.3686
2025-03-03 05:33:31,49.1343,-123.3675
2025-03-03 05:33:32,49.1331,-123.3669
2025-03-03 05:33:34,49.1306,-123.3651
2025-03-03 05:33:36,49.1284,-123.3634
2025-03-03 05:33:38,49.1262,-123.3614
2025-03-03 05:33:41,49.1233,-123.3584
2025-03-03 05:33:42,49.1219,-123.3567
2025-03-03 05:33:45,49.1196,-123.3536
2025-03-03 05:33:48,49.1165,-123.3486
2025-03-03 05:33:49,49.1158,-123.3472
2025-03-03 05:33:50,49.1149,-123.3455
2025-03-03 05:33:51,49.1146,-123.345
2025-03-03 05:33:53,49.113,-123.3414
2025-03-03 05:33:56,49.1109,-123.3361
2025-03-03 05:33:57,49.1103,-123.3343
2025-03-03 05:34:00,49.1086,-123.3285
2025-03-03 05:34:02,49.1081,-123.3267
2025-03-03 05:34:04,49.1073,-123.323
2025-03-03 05:34:05,49.1069,-123.3211
2025-03-03 05:34:06,49.1064,-123.3179
2025-03-03 05:34:09,49.1057,-123.3124
2025-03-03 05:34:10,49.1054,-123.3096
2025-03-03 05:34:12,49.1053,-123.3073
2025-03-03 05:34:14,49.1051,-123.3035
2025-03-03 05:34:16,49.105,-123.2999
2025-03-03 05:34:18,49.1051,-123.294
2025-03-03 05:34:27,49.1055,-123.2766
2025-03-03 05:34:56,49.1075,-123.2198
2025-03-03 05:35:25,49.1093,-123.1609
2025-03-03 05:35:53,49.1112,-123.1038
2025-03-03 05:36:46,49.1148,-122.9885
2025-03-03 05:37:23,49.1188,-122.8984
2025-03-03 05:38:03,49.1242,-122.8
2025-03-03 05:38:36,49.1287,-122.7148
2025-03-03 05:39:06,49.1326,-122.6377
2025-03-03 05:39:41,49.1372,-122.5441
2025-03-03 05:40:17,49.1419,-122.4465
2025-03-03 05:40:52,49.1465,-122.3489
2025-03-03 05:41:23,49.1506,-122.2616
2025-03-03 05:41:53,49.1544,-122.1767
2025-03-03 05:42:38,49.1601,-122.0494
2025-03-03 05:43:20,49.1654,-121.9261
2025-03-03 05:44:00,49.1705,-121.8073
2025-03-03 05:44:44,49.176,-121.6749
2025-03-03 05:45:17,49.1802,-121.5721
2025-03-03 05:45:57,49.185,-121.4507
2025-03-03 05:46:34,49.1894,-121.3377
2025-03-03 05:47:38,49.1968,-121.1359
2025-03-03 05:48:37,49.2036,-120.9454
2025-03-03 05:49:36,49.2099,-120.7545
2025-03-03 05:53:00,49.2303,-120.0803
2025-03-03 05:53:26,49.2325,-119.9975
2025-03-03 05:54:46,49.2389,-119.7365
2025-03-03 05:56:59,49.2485,-119.305
2025-03-03 05:57:03,49.2494,-119.2902
2025-03-03 05:57:08,49.2506,-119.2772
2025-03-03 05:57:11,49.2519,-119.2647
2025-03-03 05:57:15,49.2537,-119.2513
2025-03-03 05:57:20,49.2563,-119.2353
2025-03-03 05:57:25,49.2589,-119.2212
2025-03-03 05:57:30,49.2626,-119.204
2025-03-03 05:57:35,49.2661,-119.1895
2025-03-03 05:57:39,49.2694,-119.1774
2025-03-03 06:01:58,49.5105,-118.4106
2025-03-03 06:19:23,50.4633,-115.1364
2025-03-03 06:20:07,50.5018,-114.9916
2025-03-03 06:30:26,50.9536,-112.8906
2025-03-03 06:43:47,51.4804,-110.1114
2025-03-03 06:44:15,51.4975,-110.0117
2025-03-03 06:44:22,51.5009,-109.9869
2025-03-03 06:44:29,51.5036,-109.9629
2025-03-03 06:55:56,51.7086,-107.4706
2025-03-03 07:09:48,51.887,-104.3832
2025-03-03 07:22:08,51.9772,-101.6176
2025-03-03 08:47:33,48.2894,-83.2522
2025-03-03 09:05:06,47.0055,-80.0135
2025-03-03 09:14:11,46.3951,-78.346
2025-03-03 09:14:50,46.3516,-78.2308
2025-03-03 09:15:10,46.3288,-78.171
2025-03-03 09:15:31,46.3053,-78.1074
2025-03-03 09:15:52,46.2823,-78.0428
2025-03-03 09:16:13,46.26,-77.9788
2025-03-03 09:16:32,46.2391,-77.9196
2025-03-03 09:16:52,46.2178,-77.8596
2025-03-03 09:17:11,46.1972,-77.8018
2025-03-03 09:17:38,46.1682,-77.7211
2025-03-03 09:18:02,46.1426,-77.6505
2025-03-03 09:18:18,46.1256,-77.6032
2025-03-03 09:18:38,46.1047,-77.5453
2025-03-03 09:19:14,46.0666,-77.4408
2025-03-03 09:19:36,46.0439,-77.378
2025-03-03 09:19:59,46.0203,-77.3137
2025-03-03 09:20:46,45.9732,-77.1861
2025-03-03 09:22:08,45.8962,-76.9782
2025-03-03 09:22:43,45.8641,-76.8916
2025-03-03 09:23:18,45.8324,-76.8064
2025-03-03 09:23:50,45.8049,-76.7326
2025-03-03 09:24:25,45.7762,-76.6565
2025-03-03 09:24:58,45.7482,-76.5821
2025-03-03 09:25:33,45.7197,-76.507
2025-03-03 09:25:34,45.7193,-76.506
2025-03-03 09:25:39,45.7148,-76.4958
2025-03-03 09:25:42,45.7117,-76.4893
2025-03-03 09:25:47,45.7072,-76.4805
2025-03-03 09:25:52,45.7014,-76.4703
2025-03-03 09:25:56,45.6973,-76.4636
2025-03-03 09:26:02,45.6901,-76.4527
2025-03-03 09:26:07,45.6846,-76.4449
2025-03-03 09:26:12,45.6781,-76.4366
2025-03-03 09:26:50,45.6326,-76.3798
2025-03-03 09:27:31,45.5859,-76.3212
2025-03-03 09:28:17,45.5368,-76.2604
2025-03-03 09:29:02,45.491,-76.2033
2025-03-03 09:29:50,45.4434,-76.1447
2025-03-03 09:30:37,45.3986,-76.089
2025-03-03 09:31:31,45.3495,-76.0284
2025-03-03 09:32:28,45.302,-75.9701
2025-03-03 09:33:29,45.2562,-75.9144
2025-03-03 09:33:31,45.2547,-75.9126
2025-03-03 09:33:55,45.2377,-75.8913
2025-03-03 09:33:57,45.2363,-75.8893
2025-03-03 09:33:58,45.2357,-75.8884
2025-03-03 09:33:59,45.2352,-75.8876
2025-03-03 09:34:00,45.2346,-75.8868
2025-03-03 09:34:01,45.2338,-75.8852
2025-03-03 09:34:02,45.2336,-75.8847
2025-03-03 09:34:03,45.233,-75.8836
2025-03-03 09:34:04,45.2325,-75.8824
2025-03-03 09:34:06,45.2315,-75.8801
2025-03-03 09:34:07,45.2312,-75.879
2025-03-03 09:34:08,45.2308,-75.8778
2025-03-03 09:34:09,45.2304,-75.8766
2025-03-03 09:34:10,45.2301,-75.8754
2025-03-03 09:34:11,45.2297,-75.8736
2025-03-03 09:34:12,45.2296,-75.873
2025-03-03 09:34:13,45.2293,-75.8711
2025-03-03 09:34:14,45.2292,-75.8704
2025-03-03 09:34:15,45.229,-75.8692
2025-03-03 09:34:16,45.2288,-75.8675
2025-03-03 09:34:17,45.2287,-75.8663
2025-03-03 09:34:19,45.2284,-75.8637
2025-03-03 09:34:22,45.2282,-75.8606
2025-03-03 09:34:23,45.2281,-75.8586
2025-03-03 09:34:25,45.2281,-75.8568
2025-03-03 09:34:26,45.2281,-75.855
2025-03-03 09:34:27,45.2281,-75.8542
2025-03-03 09:34:28,45.2282,-75.8529
2025-03-03 09:34:29,45.2284,-75.8516
2025-03-03 09:34:30,45.2286,-75.8507
2025-03-03 09:34:31,45.2288,-75.8495
2025-03-03 09:34:32,45.2292,-75.848
2025-03-03 09:34:33,45.2295,-75.847
2025-03-03 09:34:34,45.2299,-75.8461
2025-03-03 09:34:35,45.2301,-75.8456
2025-03-03 09:34:36,45.2308,-75.844
2025-03-03 09:34:37,45.2313,-75.8431
2025-03-03 09:34:38,45.2317,-75.8424
2025-03-03 09:34:39,45.2323,-75.8416
2025-03-03 09:34:40,45.2329,-75.8408
2025-03-03 09:34:47,45.237,-75.8357
2025-03-03 09:34:49,45.2383,-75.834
2025-03-03 09:34:52,45.24,-75.8315
2025-03-03 09:34:53,45.2406,-75.8306
2025-03-03 09:34:55,45.2416,-75.8288
2025-03-03 09:34:56,45.2421,-75.828
2025-03-03 09:34:59,45.2433,-75.8257
2025-03-03 09:35:01,45.2443,-75.8237
2025-03-03 09:35:58,45.2676,-75.7726
2025-03-03 09:37:06,45.2921,-75.7182
2025-03-03 09:37:48,45.3071,-75.6851
