Timestamp,Latitude,Longitude
2025-03-07 15:07:06,49.1844,-123.1592
2025-03-07 15:07:21,49.1825,-123.1436
2025-03-07 15:07:24,49.182,-123.14
2025-03-07 15:08:07,49.1762,-123.0847
2025-03-07 15:08:25,49.1739,-123.0581
2025-03-07 15:08:59,49.1682,-123.0003
2025-03-07 15:09:18,49.1646,-122.9649
2025-03-07 15:09:36,49.1611,-122.9297
2025-03-07 15:09:57,49.1569,-122.8897
2025-03-07 15:10:18,49.1523,-122.8468
2025-03-07 15:10:36,49.1482,-122.8096
2025-03-07 15:11:00,49.1423,-122.7593
2025-03-07 15:11:29,49.1348,-122.6963
2025-03-07 15:11:57,49.1267,-122.6309
2025-03-07 15:12:20,49.1197,-122.575
2025-03-07 15:12:22,49.1192,-122.5703
2025-03-07 15:12:24,49.1188,-122.5654
2025-03-07 15:12:26,49.1185,-122.5604
2025-03-07 15:12:28,49.1184,-122.5547
2025-03-07 15:12:30,49.1184,-122.551
2025-03-07 15:12:32,49.1184,-122.5455
2025-03-07 15:12:34,49.1187,-122.5405
2025-03-07 15:12:46,49.1209,-122.5107
2025-03-07 15:13:16,49.1266,-122.4333
2025-03-07 15:13:40,49.1306,-122.3707
2025-03-07 15:14:11,49.1358,-122.2876
2025-03-07 15:14:40,49.1406,-122.2092
2025-03-07 15:15:10,49.1461,-122.1236
2025-03-07 15:15:44,49.1522,-122.0268
2025-03-07 15:16:14,49.1573,-121.9406
2025-03-07 15:16:49,49.163,-121.8361
2025-03-07 15:17:22,49.1682,-121.739
2025-03-07 15:18:03,49.1742,-121.6145
2025-03-07 15:18:37,49.179,-121.5102
2025-03-07 15:19:16,49.1843,-121.3908
2025-03-07 15:19:56,49.1896,-121.2657
2025-03-07 15:20:44,49.1965,-121.1115
2025-03-07 15:21:38,49.2042,-120.9397
2025-03-07 15:22:03,49.2077,-120.8601
2025-03-07 15:22:14,49.2106,-120.8219
2025-03-07 15:22:31,49.2162,-120.7677
2025-03-07 15:23:32,49.2407,-120.5725
2025-03-07 15:24:38,49.2674,-120.3551
2025-03-07 15:25:45,49.294,-120.1349
2025-03-07 15:40:31,49.6,-117.2663
2025-03-07 15:57:04,49.8498,-114.1317
2025-03-07 15:58:34,49.8686,-113.8409
2025-03-07 15:59:23,49.8784,-113.6821
2025-03-07 16:00:07,49.8869,-113.5431
2025-03-07 16:09:21,49.9808,-111.7676
2025-03-07 16:24:44,50.0785,-108.6939
2025-03-07 16:40:05,50.0942,-105.5736
2025-03-07 16:55:44,50.0235,-102.385
2025-03-07 17:16:01,49.8121,-98.1717
2025-03-07 17:31:29,49.5621,-94.9357
2025-03-07 17:52:39,48.9272,-90.5404
2025-03-07 17:59:24,48.6747,-89.1431
2025-03-07 18:03:27,48.5501,-88.3006
2025-03-07 18:28:41,47.6063,-83.1504
2025-03-07 18:35:51,47.2709,-81.7342
2025-03-07 18:53:10,46.3961,-78.4104
2025-03-07 18:53:50,46.3605,-78.2844
2025-03-07 18:54:21,46.3323,-78.1877
2025-03-07 18:54:47,46.3063,-78.1079
2025-03-07 18:55:13,46.2783,-78.0291
2025-03-07 18:55:37,46.2524,-77.9565
2025-03-07 18:56:02,46.2249,-77.8795
2025-03-07 18:56:26,46.1981,-77.8047
2025-03-07 18:56:50,46.1715,-77.7309
2025-03-07 18:57:14,46.1456,-77.659
2025-03-07 18:57:39,46.1177,-77.5819
2025-03-07 18:58:03,46.0912,-77.5089
2025-03-07 18:58:28,46.0635,-77.4329
2025-03-07 18:59:29,45.9972,-77.2515
2025-03-07 19:00:01,45.9635,-77.1599
2025-03-07 19:00:31,45.9328,-77.0766
2025-03-07 19:01:03,45.9004,-76.9889
2025-03-07 19:01:29,45.8743,-76.9188
2025-03-07 19:02:03,45.8407,-76.8285
2025-03-07 19:02:40,45.8059,-76.7355
2025-03-07 19:03:08,45.7804,-76.6674
2025-03-07 19:03:37,45.7545,-76.5986
2025-03-07 19:04:08,45.7276,-76.5271
2025-03-07 19:04:35,45.7041,-76.4652
2025-03-07 19:05:00,45.6828,-76.4086
2025-03-07 19:05:32,45.6558,-76.3377
2025-03-07 19:06:34,45.6077,-76.2113
2025-03-07 19:06:50,45.5967,-76.1792
2025-03-07 19:07:35,45.5693,-76.0924
2025-03-07 19:08:17,45.5443,-76.0133
2025-03-07 19:09:00,45.5192,-75.9343
2025-03-07 19:09:42,45.4949,-75.8582
2025-03-07 19:10:51,45.4579,-75.7424
2025-03-07 19:10:56,45.4552,-75.735
2025-03-07 19:11:00,45.4531,-75.7295
2025-03-07 19:11:04,45.4506,-75.7236
2025-03-07 19:12:40,45.3882,-75.6021
2025-03-07 19:12:42,45.3869,-75.5993
2025-03-07 19:12:44,45.3856,-75.5961
2025-03-07 19:12:46,45.3844,-75.5932
2025-03-07 19:13:30,45.3601,-75.5285
2025-03-07 19:13:33,45.3587,-75.5242
2025-03-07 19:13:34,45.3582,-75.5226
2025-03-07 19:13:35,45.3578,-75.5214
2025-03-07 19:13:36,45.3572,-75.5188
2025-03-07 19:13:37,45.3569,-75.5171
2025-03-07 19:13:38,45.3566,-75.5155
2025-03-07 19:13:39,45.3564,-75.5139
2025-03-07 19:13:40,45.3563,-75.513
2025-03-07 19:13:41,45.3561,-75.5114
2025-03-07 19:13:42,45.3559,-75.5087
2025-03-07 19:13:43,45.3559,-75.5071
2025-03-07 19:13:45,45.3558,-75.5039
2025-03-07 19:14:40,45.3585,-75.4094
2025-03-07 19:14:52,45.359,-75.3893
2025-03-07 19:14:55,45.359,-75.3842
2025-03-07 19:14:56,45.3589,-75.3827
2025-03-07 19:14:57,45.3589,-75.3815
2025-03-07 19:14:58,45.3587,-75.3797
2025-03-07 19:14:59,45.3585,-75.3777
2025-03-07 19:15:00,45.3583,-75.3761
2025-03-07 19:15:01,45.358,-75.3746
2025-03-07 19:15:02,45.3577,-75.3728
2025-03-07 19:15:03,45.3571,-75.3705
2025-03-07 19:15:04,45.3569,-75.3699
2025-03-07 19:15:05,45.3564,-75.368
2025-03-07 19:15:06,45.3556,-75.3659
2025-03-07 19:15:07,45.355,-75.3644
2025-03-07 19:15:08,45.3548,-75.3639
2025-03-07 19:15:09,45.3538,-75.3618
2025-03-07 19:15:10,45.3531,-75.3605
2025-03-07 19:15:11,45.3528,-75.36
2025-03-07 19:15:12,45.3519,-75.3585
2025-03-07 19:15:13,45.3508,-75.3568
2025-03-07 19:15:14,45.3503,-75.3561
2025-03-07 19:15:15,45.3494,-75.355
2025-03-07 19:15:16,45.3485,-75.354
2025-03-07 19:15:17,45.3474,-75.3529
2025-03-07 19:15:18,45.3461,-75.3517
2025-03-07 19:15:19,45.3456,-75.3513
2025-03-07 19:15:20,45.3442,-75.3502
2025-03-07 19:15:21,45.3437,-75.3499
2025-03-07 19:15:22,45.3427,-75.3493
2025-03-07 19:15:23,45.3415,-75.3486
2025-03-07 19:15:24,45.3401,-75.3481
2025-03-07 19:15:25,45.3392,-75.3477
2025-03-07 19:15:26,45.3382,-75.3474
2025-03-07 19:15:27,45.3372,-75.3471
2025-03-07 19:15:28,45.336,-75.3469
2025-03-07 19:15:31,45.3334,-75.3464
2025-03-07 19:15:50,45.3141,-75.3441
2025-03-07 19:16:21,45.2832,-75.3411
2025-03-07 19:16:24,45.2804,-75.341
2025-03-07 19:16:25,45.2795,-75.341
2025-03-07 19:16:26,45.2789,-75.341
2025-03-07 19:16:27,45.2777,-75.3412
2025-03-07 19:16:28,45.2773,-75.3412
2025-03-07 19:16:29,45.2764,-75.3414
2025-03-07 19:16:30,45.2752,-75.3418
2025-03-07 19:16:31,45.2744,-75.3422
2025-03-07 19:16:32,45.2736,-75.3425
2025-03-07 19:16:33,45.2727,-75.343
2025-03-07 19:16:34,45.272,-75.3435
2025-03-07 19:16:35,45.271,-75.3441
2025-03-07 19:16:57,45.2546,-75.3556
2025-03-07 19:17:51,45.2144,-75.3853
2025-03-07 19:17:53,45.213,-75.3864
2025-03-07 19:17:54,45.2122,-75.387
2025-03-07 19:17:55,45.2113,-75.388
2025-03-07 19:17:56,45.211,-75.3882
2025-03-07 19:17:57,45.2104,-75.389
2025-03-07 19:17:59,45.2092,-75.3906
2025-03-07 19:18:00,45.2086,-75.3916
2025-03-07 19:18:01,45.2082,-75.3924
2025-03-07 19:18:02,45.2077,-75.3933
2025-03-07 19:18:03,45.2073,-75.3943
2025-03-07 19:18:04,45.207,-75.3955
2025-03-07 19:18:05,45.2067,-75.3966
2025-03-07 19:18:06,45.2065,-75.3976
2025-03-07 19:18:07,45.2063,-75.3988
2025-03-07 19:18:08,45.2061,-75.3998
2025-03-07 19:18:09,45.206,-75.4009
2025-03-07 19:18:10,45.206,-75.4013
2025-03-07 19:18:14,45.206,-75.406
2025-03-07 19:18:58,45.2086,-75.4512
2025-03-07 19:19:02,45.2088,-75.4548
2025-03-07 19:19:03,45.209,-75.4559
2025-03-07 19:19:04,45.2091,-75.4569
2025-03-07 19:19:05,45.2093,-75.4581
2025-03-07 19:19:06,45.2095,-75.4588
2025-03-07 19:19:08,45.21,-75.4606
2025-03-07 19:19:10,45.2107,-75.4623
2025-03-07 19:19:11,45.2109,-75.4627
2025-03-07 19:19:14,45.2125,-75.4656
2025-03-07 19:19:22,45.2162,-75.4718
2025-03-07 19:19:24,45.2171,-75.4734
2025-03-07 19:20:40,45.247,-75.5319
2025-03-07 19:22:00,45.2754,-75.5868
2025-03-07 19:23:26,45.3043,-75.6424
